Question,Option 1,Option 2,Option 3,Option 4,Answer
"What is the next number in the series? 1, 2, 4, 7, 11, 17, 26, 40, 62, 96, 149, 231, 358, 555, 860, 1333, 2066, 3202, 4963, 7692, 11922, 18478, 28639, 44388, 68797, 106629, 165265, 256145, 397001, 615314, 953679, 1478113, 2290936, 3550736, 5503307, 8529609, 13220093, 20489902, 31757424, 49221024, 76287964, 118239179, 183259621, 284035200, 440227881, 682311866, 1057519305, 1639055592, 2540382216, 3937353823, 6102528600, 9458346136, 14659548112, 22720922641, 35215295976, 54580401081, 84594495081, 131113521633, 203213643379, 314962059907, 488161609286, 756604642641, 1172666130181, 1817522356294, 2816988937096, 4366068260035, 6766995709591, 10488207743513, 16255736872302, 25194865292876, 39049674715622, 60523327974576, 93805473561409, 145389673115411, 225340337254074, 349256357110531, 541314548777772, 838986706334301, 1300350590973410, 2015421277451254, 3123713676757423, 4841462796652148, 7503812588770462, 11630204698944766, 18025724888409059, 27938180467459100, 43301555563749845, 67113343921034641, 104019379295320193, 161220267637304793, 249876271836334241, 387284751116354238, 600254987578402927, 930338850352772565, 1441937833732146044, 2234868204804898612, 3463835802074995967, 5368620144105524941, 8320856962801147429, 12896546735833919802, 19988436101364969876, 30980198495168360704, ?",3.10E+19,3.10E+19,3.10E+19,3.10E+19,3.10E+19
"What is the next number in the series? 1, 2, 4, 7, 11, 17, 26, 40, 62, 96, 149, 231, 358, 555, 860, 1333, 2066, 3202, 4963, 7692, 11922, 18478, 28639, 44388, 68797, 106629, 165265, 256145, 397001, 615314, 953679, 1478113, 2290936, 3550736, 5503307, 8529609, 13220093, 20489902, 31757424, 49221024, 76287964, 118239179, 183259621, 284035200, 440227881, 682311866, 1057519305, 1639055592, 2540382216, 3937353823, 6102528600, 9458346136, 14659548112, 22720922641, 35215295976, 54580401081, 84594495081, 131113521633, 203213643379, 314962059907, 488161609286, 756604642641, 1172666130181, 1817522356294, 2816988937096, 4366068260035, 6766995709591, 10488207743513, 16255736872302, 25194865292876, 39049674715622, 60523327974576, 93805473561409, 145389673115411, 225340337254074, 349256357110531, 541314548777772, 838986706334301, 1300350590973410, 2015421277451254, 3123713676757423, 4841462796652148, 7503812588770462, 11630204698944766, 18025724888409059, 27938180467459100, 43301555563749845, 67113343921034641, 104019379295320193, 161220267637304793, 249876271836334241, 387284751116354238, 600254987578402927, 930338850352772565, 1441937833732146044, 2234868204804898612, 3463835802074995967, 5368620144105524941, 8320856962801147429, 12896546735833919802, 19988436101364969876, 30980198495168360704, 48016397777837708092, ?",4.80E+19,4.80E+19,4.80E+19,4.80E+19,4.80E+19
"What is the next number in the series? 1, 2, 4, 7, 11, 17, 26, 40, 62, 96, 149, 231, 358, 555, 860, 1333, 2066, 3202, 4963, 7692, 11922, 18478, 28639, 44388, 68797, 106629, 165265, 256145, 397001, 615314, 953679, 1478113, 2290936, 3550736, 5503307, 8529609, 13220093, 20489902, 31757424, 49221024, 76287964, 118239179, 183259621, 284035200, 440227881, 682311866, 1057519305, 1639055592, 2540382216, 3937353823, 6102528600, 9458346136, 14659548112, 22720922641, 35215295976, 54580401081, 84594495081, 131113521633, 203213643379, 314962059907, 488161609286, 756604642641, 1172666130181, 1817522356294, 2816988937096, 4366068260035, 6766995709591, 10488207743513, 16255736872302, 25194865292876, 39049674715622, 60523327974576, 93805473561409, 145389673115411, 225340337254074, 349256357110531, 541314548777772, 838986706334301, 1300350590973410, 2015421277451254, 3123713676757423, 4841462796652148, 7503812588770462, 11630204698944766, 18025724888409059, 27938180467459100, 43301555563749845, 67113343921034641, 104019379295320193, 161220267637304793, 249876271836334241, 387284751116354238, 600254987578402927, 930338850352772565, 1441937833732146044, 2234868204804898612, 3463835802074995967, 5368620144105524941, 8320856962801147429, 12896546735833919802, 19988436101364969876, 30980198495168360704, 48016397777837708092, 74420906499973296423, ?",7.44E+19,7.44E+19,7.44E+19,7.44E+19,7.44E+19
"Which number is the odd one out: 2, 1, 0, 0, 0?",0,1,0,0,B
"Which number is the odd one out: 4, 2, 1, 0, 0?",2,1,3,0,C
"Which number is the odd one out: 6, 3, 1, 0, 0?",4,2,1,5,D
"Which number is the odd one out: 8, 4, 2, 1, 0?",6,3,1,0,E
"Which number is the odd one out: 10, 5, 2, 1, 0?",9,4,2,0,A
"Which number is the odd one out: 12, 6, 3, 1, 0?",10,11,2,0,B
"Which number is the odd one out: 14, 7, 3, 1, 0?",12,6,13,0,C
"Which number is the odd one out: 16, 8, 4, 2, 1?",14,7,3,15,D
"Which number is the odd one out: 18, 9, 4, 2, 1?",16,8,4,1,E
"Which number is the odd one out: 20, 10, 5, 2, 1?",19,9,4,1,A
"Which number is the odd one out: 22, 11, 5, 2, 1?",20,21,5,1,B
"Which number is the odd one out: 24, 12, 6, 3, 1?",22,11,23,1,C
"Which number is the odd one out: 26, 13, 6, 3, 1?",24,12,6,25,D
"Which number is the odd one out: 28, 14, 7, 3, 1?",26,13,6,1,E
"Which number is the odd one out: 30, 15, 7, 3, 1?",29,14,7,1,A
"Which number is the odd one out: 32, 16, 8, 4, 2?",30,31,7,1,B
"Which number is the odd one out: 34, 17, 8, 4, 2?",32,16,33,2,C
"Which number is the odd one out: 36, 18, 9, 4, 2?",34,17,8,35,D
"Which number is the odd one out: 38, 19, 9, 4, 2?",36,18,9,2,E
"Which number is the odd one out: 40, 20, 10, 5, 2?",39,19,9,2,A
"Which number is the odd one out: 42, 21, 10, 5, 2?",40,41,10,2,B
"Which number is the odd one out: 44, 22, 11, 5, 2?",42,21,43,2,C
"Which number is the odd one out: 46, 23, 11, 5, 2?",44,22,11,45,D
"Which number is the odd one out: 48, 24, 12, 6, 3?",46,23,11,2,E
"Which number is the odd one out: 50, 25, 12, 6, 3?",49,24,12,3,A
"Which number is the odd one out: 52, 26, 13, 6, 3?",50,51,12,3,B
"Which number is the odd one out: 54, 27, 13, 6, 3?",52,26,53,3,C
"Which number is the odd one out: 56, 28, 14, 7, 3?",54,27,13,55,D
"Which number is the odd one out: 58, 29, 14, 7, 3?",56,28,14,3,E
"Which number is the odd one out: 60, 30, 15, 7, 3?",59,29,14,3,A
"Which number is the odd one out: 62, 31, 15, 7, 3?",60,61,15,3,B
"Which number is the odd one out: 64, 32, 16, 8, 4?",62,31,63,3,C
"Which number is the odd one out: 66, 33, 16, 8, 4?",64,32,16,65,D
"Which number is the odd one out: 68, 34, 17, 8, 4?",66,33,16,4,E
"Which number is the odd one out: 70, 35, 17, 8, 4?",69,34,17,4,A
"Which number is the odd one out: 72, 36, 18, 9, 4?",70,71,17,4,B
"Which number is the odd one out: 74, 37, 18, 9, 4?",72,36,73,4,C
"Which number is the odd one out: 76, 38, 19, 9, 4?",74,37,18,75,D
"Which number is the odd one out: 78, 39, 19, 9, 4?",76,38,19,4,E
"Which number is the odd one out: 80, 40, 20, 10, 5?",79,39,19,4,A
"Which number is the odd one out: 82, 41, 20, 10, 5?",80,81,20,5,B
"Which number is the odd one out: 84, 42, 21, 10, 5?",82,41,83,5,C
"Which number is the odd one out: 86, 43, 21, 10, 5?",84,42,21,85,D
"Which number is the odd one out: 88, 44, 22, 11, 5?",86,43,21,5,E
"Which number is the odd one out: 90, 45, 22, 11, 5?",89,44,22,5,A
"Which number is the odd one out: 92, 46, 23, 11, 5?",90,91,22,5,B
"Which number is the odd one out: 94, 47, 23, 11, 5?",92,46,93,5,C
"Which number is the odd one out: 96, 48, 24, 12, 6?",94,47,23,95,D
"Which number is the odd one out: 98, 49, 24, 12, 6?",96,48,24,6,E
"Which number is the odd one out: 100, 50, 25, 12, 6?",99,49,24,6,A
"Which number is the odd one out: 102, 51, 25, 12, 6?",100,101,25,6,B
"Which number is the odd one out: 104, 52, 26, 13, 6?",102,51,103,6,C
"Which number is the odd one out: 106, 53, 26, 13, 6?",104,52,26,105,D
"Which number is the odd one out: 108, 54, 27, 13, 6?",106,53,26,6,E
"Which number is the odd one out: 110, 55, 27, 13, 6?",109,54,27,6,A
"Which number is the odd one out: 112, 56, 28, 14, 7?",110,111,27,6,B
"Which number is the odd one out: 114, 57, 28, 14, 7?",112,56,113,7,C
"Which number is the odd one out: 116, 58, 29, 14, 7?",114,57,28,115,D
"Which number is the odd one out: 118, 59, 29, 14, 7?",116,58,29,7,E
"Which number is the odd one out: 120, 60, 30, 15, 7?",119,59,29,7,A
"Which number is the odd one out: 122, 61, 30, 15, 7?",120,121,30,7,B
"Which number is the odd one out: 124, 62, 31, 15, 7?",122,61,123,7,C
"Which number is the odd one out: 126, 63, 31, 15, 7?",124,62,31,125,D
"Which number is the odd one out: 128, 64, 32, 16, 8?",126,63,31,7,E
"Which number is the odd one out: 130, 65, 32, 16, 8?",129,64,32,8,A
"Which number is the odd one out: 132, 66, 33, 16, 8?",130,131,32,8,B
"Which number is the odd one out: 134, 67, 33, 16, 8?",132,66,133,8,C
"Which number is the odd one out: 136, 68, 34, 17, 8?",134,67,33,135,D
"Which number is the odd one out: 138, 69, 34, 17, 8?",136,68,34,8,E
"Which number is the odd one out: 140, 70, 35, 17, 8?",139,69,34,8,A
"Which number is the odd one out: 142, 71, 35, 17, 8?",140,141,35,8,B
"Which number is the odd one out: 144, 72, 36, 18, 9?",142,71,143,8,C
"Which number is the odd one out: 146, 73, 36, 18, 9?",144,72,36,145,D
"Which number is the odd one out: 148, 74, 37, 18, 9?",146,73,36,9,E
"Which number is the odd one out: 150, 75, 37, 18, 9?",149,74,37,9,A
"Which number is the odd one out: 152, 76, 38, 19, 9?",150,151,37,9,B
"Which number is the odd one out: 154, 77, 38, 19, 9?",152,76,153,9,C
"Which number is the odd one out: 156, 78, 39, 19, 9?",154,77,38,155,D
"Which number is the odd one out: 158, 79, 39, 19, 9?",156,78,39,9,E
"Which number is the odd one out: 160, 80, 40, 20, 10?",159,79,39,9,A
"Which number is the odd one out: 162, 81, 40, 20, 10?",160,161,40,10,B
"Which number is the odd one out: 164, 82, 41, 20, 10?",162,81,163,10,C
"Which number is the odd one out: 166, 83, 41, 20, 10?",164,82,41,165,D
"Which number is the odd one out: 168, 84, 42, 21, 10?",166,83,41,10,E
"Which number is the odd one out: 170, 85, 42, 21, 10?",169,84,42,10,A
"Which number is the odd one out: 172, 86, 43, 21, 10?",170,171,42,10,B
"Which number is the odd one out: 174, 87, 43, 21, 10?",172,86,173,10,C
"Which number is the odd one out: 176, 88, 44, 22, 11?",174,87,43,175,D
"Which number is the odd one out: 178, 89, 44, 22, 11?",176,88,44,11,E
"Which number is the odd one out: 180, 90, 45, 22, 11?",179,89,44,11,A
"Which number is the odd one out: 182, 91, 45, 22, 11?",180,181,45,11,B
"Which number is the odd one out: 184, 92, 46, 23, 11?",182,91,183,11,C
"Which number is the odd one out: 186, 93, 46, 23, 11?",184,92,46,185,D
"Which number is the odd one out: 188, 94, 47, 23, 11?",186,93,46,11,E
"Which number is the odd one out: 190, 95, 47, 23, 11?",189,94,47,11,A
"Which number is the odd one out: 192, 96, 48, 24, 12?",190,191,47,11,B
"Which number is the odd one out: 194, 97, 48, 24, 12?",192,96,193,12,C
"Which number is the odd one out: 196, 98, 49, 24, 12?",194,97,48,195,D
"Which number is the odd one out: 198, 99, 49, 24, 12?",196,98,49,12,E
"Which number is the odd one out: 200, 100, 50, 25, 12?",199,99,49,12,A
"If you rearrange the letters ""CIFAIPC"" you would have the name of a(n):",a) animal,b) ocean,c) country,d) city,d
What is the term used for the fear of long words?,a) Hippopotomonstrosesquippedaliophobia,b) Agoraphobia,c) Claustrophobia,d) Arachnophobia,a
What is the only continent on earth where Giraffes live in the wild?,a) Africa,b) Australia,c) Asia,d) Europe,b
What is the most abundant element in the Earth's atmosphere?,a) Oxygen,b) Nitrogen,c) Carbon dioxide,d) Hydrogen,b
What is the largest organ in the human body?,a) Skin,b) Heart,c) Liver,d) Brain,a
What is the name of the longest river in Africa?,a) Nile,b) Amazon,c) Congo,d) Yellow River,a
What type of animal is the largest primate in the world?,a) Gorilla,b) Chimpanzee,c) Orangutan,d) Baboon,a
What is the name of the smallest country in the world?,a) Monaco,b) Vatican City,c) Liechtenstein,d) San Marino,b
What is the name of the world's largest desert?,a) Sahara,b) Gobi,c) Arabian,d) Antarctic,a
Which planet in our solar system has the most moons?,a) Jupiter,b) Saturn,c) Uranus,d) Neptune,a
"According to the BBPA, what is the most common pub name in the UK?",Royal Oak,Red Lion,King&#039;s Head,White Hart,Red Lion
What is the world's most expensive spice by weight?,Cinnamon,Cardamom,Saffron,Vanilla,Saffron
This field is sometimes known as &ldquo;The Dismal Science.&rdquo;,Physics,Philosophy,Politics,Economics,Economics
When was the Declaration of Independence approved by the Second Continental Congress?,"July 2, 1776","July 4, 1776","May 4, 1776","June 4, 1776","July 4, 1776"
Scotch whisky and Drambuie make up which cocktail?,Sex on the Beach,Manhattan,Screwdriver,Rusty Nail,Rusty Nail
"What does the ""G"" mean in ""G-Man""?",Going,Government,Ghost,Geronimo,Government
Which essential condiment is also known as Japanese horseradish?,Karashi,Ponzu,Mentsuyu,Wasabi ,Wasabi 
"What is a ""dakimakura""?",A yoga posture,A word used to describe two people who truly love each other,"A Chinese meal, essentially composed of fish",A body pillow,A body pillow
In 2013 how much money was lost by Nigerian scams?,$956 Million,$12.7 Billion,$95 Million,$2.7 Billion,$12.7 Billion
After how many years would you celebrate your crystal anniversary?,10,15,20,25,15
What is the unit of currency in Laos?,Ruble,Kip,Konra,Dollar,Kip
Which of the following buildings is example of a structure primarily built in the Art Deco architectural style?,Westendstrasse 1,Niagara Mohawk Building,Taipei 101,One Detroit Center,Niagara Mohawk Building
Which Italian automobile manufacturer gained majority control of U.S. automobile manufacturer Chrysler in 2011?,Fiat,Ferrari,Alfa Romeo,Maserati,Fiat
"Which of these is the name of a Japanese system of alternative medicine, literally meaning ""finger pressure""?",Ukiyo,Shiatsu,Majime,Ikigai,Shiatsu
What is the name given to Indian food cooked over charcoal in a clay oven?,Tandoori,Biryani,Pani puri,Tiki masala,Tandoori
"What is the German word for ""spoon""?",L&ouml;ffel,Essst&auml;bchen,Messer,Gabel,L&ouml;ffel
"What is the romanized Japanese word for ""university""?",Toshokan,Jimusho,Daigaku,Shokudou,Daigaku
"What is the Swedish word for ""window""?",F&ouml;nster,Ruta,H&aring;l,Sk&auml;rm,F&ouml;nster
"What is the romanized Russian word for ""winter""?",Vesna,Zima,Leto,Osen&#039;,Zima
"What is the name of the popular animatronic singing fish prop, singing such hits such as ""Don't Worry, Be Happy""?",Sardeen,Big Mouth Billy Bass,Singing Fish,Big Billy Bass,Big Mouth Billy Bass
"The term ""scientist"" was coined in which year?",1833,1942,1933,1796,1833
What is the last letter of the Greek alphabet?,Omega,Epsilon,Kappa,Mu,Omega
What character was once considered to be the 27th letter of the alphabet?,Interrobang,Pilcrow,Tilde,Ampersand,Ampersand
When was Nintendo founded?,"March 4th, 1887","December 27th, 1894","October 19th, 1891","September 23rd, 1889","September 23rd, 1889"
Which of the following carbonated soft drinks were introduced first?,Coca-Cola,Sprite,Dr. Pepper,Mountain Dew,Dr. Pepper
What year was Apple Inc. founded?,1980,1974,1976,1978,1976
In what year was McDonald's founded?,1947,1951,1955,1964,1955
Which of the General Mills Corporation's monster cereals was the last to be released in the 1970's?,Fruit Brute,Franken Berry,Boo-Berry,Count Chocula,Fruit Brute
"Which iconic Disneyland attraction was closed in 2017 to be remodeled as a ""Guardians of the Galaxy"" themed ride?",Pirates of the Caribbean,Twilight Zone Tower of Terror,Peter Pan&#039;s Flight,The Haunted Mansion,Twilight Zone Tower of Terror
What was the soft drink Pepsi originally introduced as?,Brad&#039;s Drink,Carolina Cola,Pepsin Pop,Pepsin Syrup,Brad&#039;s Drink
"What is the Portuguese word for ""Brazil""?",Brasilia,Brasil,Brazil,Bras&iacute;l,Brasil
Where does water from Poland Spring water bottles come from?,"Maine, United States","Hesse, Germany","Bavaria, Poland","Masovia, Poland","Maine, United States"
What is a Burgee?,A window,A flag,A type of food,A rope,A flag
"When did the website ""Facebook"" launch?",2006,2003,2004,2005,2004
Apple co-founder Steve Jobs died from complications of which form of cancer?,Pancreatic,Stomach,Bone,Liver,Pancreatic
Computer manufacturer Compaq was acquired for $25 billion dollars in 2002 by which company?,Asus,Toshiba,Dell,Hewlett-Packard,Hewlett-Packard
Earl Grey tea is black tea flavoured with what?,Lavender,Honey,Bergamot oil,Vanilla,Bergamot oil
"The website ""Shut Up & Sit Down"" reviews which form of media?",Board Games,Television Shows,Video Games,Films,Board Games
Where did the pineapple plant originate?,Europe,Asia,South America,Hawaii,South America
Whose greyscale face is on the kappa emoticon on Twitch?,John DeSeno,Justin DeSeno,Josh DeSeno,Jimmy DeSeno,Josh DeSeno
"Which of these words means ""idle spectator""?",Meupareunia,Gongoozler,Jentacular,Gossypiboma,Gongoozler
What was the name given to Japanese military dictators who ruled the country through the 12th and 19th Century?,Samurai,Shinobi,Shogun,Ninja,Shogun
A statue of Charles Darwin sits in what London museum?,Tate,Science Museum,Natural History Museum,British Museum,Natural History Museum
What is the highest number of Michelin stars a restaurant can receive?,Four,Five,Six,Three,Three
What is the full title of the Prime Minister of the UK?,Duke of Cambridge,First Lord of the Treasury,Her Majesty&#039;s Loyal Opposition,Manager of the Crown Estate,First Lord of the Treasury
"The Fields Medal, one of the most sought after awards in mathematics, is awarded every how many years?",6,4,3,5,4
"Linus Pauling, one of the only winners of multiple Nobel Prizes, earned his Nobel Prizes in Chemistry and what?",Physics,Economics,Physiology/Medicine,Peace,Peace
"The Mexican Beer ""Corona"" is what type of beer?",India Pale Ale,Pilfsner,Baltic Porter,Pale Lager,Pale Lager
The architect known as Le Corbusier was an important figure in what style of architecture?,Gothic Revival,Modernism,Baroque,Neoclassical,Modernism
What fast food chain has the most locations globally? ,KFC,McDonalds,Starbucks,Subway,Subway
